student_id,concept_id,attempt_number,is_correct,true_mastery,dataset_type
student_1,concept_5,21,1,0.95,SYNTHETIC
student_1,concept_5,22,1,0.95,SYNTHETIC
student_1,concept_6,1,0,0.3102,SYNTHETIC
student_1,concept_6,2,0,0.3726,SYNTHETIC
student_1,concept_6,3,0,0.4449,SYNTHETIC
student_1,concept_6,4,1,0.5056,SYNTHETIC
student_1,concept_6,5,1,0.5395,SYNTHETIC
student_1,concept_6,6,0,0.5836,SYNTHETIC
student_1,concept_6,7,0,0.6576,SYNTHETIC
student_1,concept_6,8,1,0.7374,SYNTHETIC
student_1,concept_6,9,0,0.7609,SYNTHETIC
student_1,concept_6,10,1,0.781,SYNTHETIC
student_1,concept_6,11,1,0.8246,SYNTHETIC
student_1,concept_6,12,0,0.8761,SYNTHETIC
student_1,concept_6,13,1,0.8955,SYNTHETIC
student_1,concept_6,14,1,0.9373,SYNTHETIC
student_1,concept_6,15,1,0.95,SYNTHETIC
student_1,concept_6,16,1,0.95,SYNTHETIC
student_1,concept_6,17,1,0.95,SYNTHETIC
student_1,concept_6,18,1,0.95,SYNTHETIC
student_1,concept_6,19,1,0.95,SYNTHETIC
student_1,concept_6,20,1,0.95,SYNTHETIC
student_1,concept_6,21,1,0.95,SYNTHETIC
student_1,concept_6,22,1,0.95,SYNTHETIC
student_1,concept_6,23,1,0.95,SYNTHETIC
student_1,concept_7,1,1,0.3005,SYNTHETIC
student_1,concept_7,2,0,0.3325,SYNTHETIC
student_1,concept_7,3,0,0.355,SYNTHETIC
student_1,concept_7,4,0,0.3625,SYNTHETIC
student_1,concept_7,5,1,0.3999,SYNTHETIC
student_1,concept_7,6,0,0.4706,SYNTHETIC
student_1,concept_7,7,1,0.5157,SYNTHETIC
student_1,concept_7,8,1,0.5829,SYNTHETIC
student_1,concept_7,9,1,0.5867,SYNTHETIC
student_1,concept_7,10,1,0.6111,SYNTHETIC
student_1,concept_7,11,0,0.6611,SYNTHETIC
student_1,concept_7,12,1,0.7243,SYNTHETIC
student_1,concept_7,13,1,0.793,SYNTHETIC
student_1,concept_7,14,0,0.8235,SYNTHETIC
student_1,concept_7,15,1,0.8259,SYNTHETIC
student_1,concept_7,16,1,0.8526,SYNTHETIC
student_1,concept_7,17,1,0.8601,SYNTHETIC
student_1,concept_7,18,1,0.8996,SYNTHETIC
student_1,concept_7,19,1,0.95,SYNTHETIC
student_1,concept_7,20,1,0.95,SYNTHETIC
student_1,concept_7,21,1,0.95,SYNTHETIC
student_1,concept_7,22,1,0.95,SYNTHETIC
student_1,concept_8,1,0,0.0577,SYNTHETIC
student_1,concept_8,2,0,0.0823,SYNTHETIC
student_1,concept_8,3,0,0.1515,SYNTHETIC
student_1,concept_8,4,0,0.2123,SYNTHETIC
student_1,concept_8,5,0,0.2356,SYNTHETIC
student_1,concept_8,6,1,0.3133,SYNTHETIC
student_1,concept_8,7,0,0.3617,SYNTHETIC
student_1,concept_8,8,1,0.4242,SYNTHETIC
student_1,concept_9,1,1,0.392,SYNTHETIC
student_1,concept_9,2,0,0.4037,SYNTHETIC
student_1,concept_9,3,0,0.4079,SYNTHETIC
student_1,concept_9,4,0,0.4443,SYNTHETIC
student_1,concept_9,5,1,0.4638,SYNTHETIC
student_1,concept_9,6,0,0.5365,SYNTHETIC
student_1,concept_9,7,0,0.5785,SYNTHETIC
student_1,concept_9,8,1,0.6033,SYNTHETIC
student_1,concept_9,9,0,0.6419,SYNTHETIC
student_1,concept_9,10,1,0.6764,SYNTHETIC
student_1,concept_9,11,0,0.7081,SYNTHETIC
student_1,concept_9,12,0,0.7616,SYNTHETIC
student_1,concept_9,13,1,0.8344,SYNTHETIC
student_1,concept_9,14,1,0.8509,SYNTHETIC
student_1,concept_9,15,1,0.869,SYNTHETIC
student_1,concept_9,16,1,0.8827,SYNTHETIC
student_2,concept_0,1,0,0.426,SYNTHETIC
student_2,concept_0,2,0,0.473,SYNTHETIC
student_2,concept_0,3,0,0.4975,SYNTHETIC
student_2,concept_0,4,1,0.5364,SYNTHETIC
student_2,concept_0,5,0,0.6067,SYNTHETIC
student_2,concept_0,6,1,0.6404,SYNTHETIC
student_2,concept_0,7,1,0.6507,SYNTHETIC
student_2,concept_0,8,1,0.7212,SYNTHETIC
student_2,concept_0,9,1,0.7502,SYNTHETIC
student_2,concept_0,10,1,0.8161,SYNTHETIC
student_2,concept_0,11,1,0.8166,SYNTHETIC
student_2,concept_0,12,1,0.8411,SYNTHETIC
student_2,concept_0,13,1,0.8491,SYNTHETIC
student_2,concept_0,14,1,0.8864,SYNTHETIC
student_2,concept_0,15,1,0.8931,SYNTHETIC
student_2,concept_1,1,0,0.406,SYNTHETIC
student_2,concept_1,2,0,0.4373,SYNTHETIC
student_2,concept_1,3,0,0.4395,SYNTHETIC
student_2,concept_1,4,0,0.5126,SYNTHETIC
student_2,concept_1,5,1,0.581,SYNTHETIC
student_2,concept_1,6,1,0.6184,SYNTHETIC
student_2,concept_1,7,1,0.6324,SYNTHETIC
student_2,concept_1,8,0,0.693,SYNTHETIC
student_2,concept_2,1,0,0.1333,SYNTHETIC
student_2,concept_2,2,0,0.1483,SYNTHETIC
student_2,concept_2,3,0,0.2013,SYNTHETIC
student_2,concept_2,4,1,0.2332,SYNTHETIC
student_2,concept_2,5,1,0.3033,SYNTHETIC
student_2,concept_2,6,0,0.3802,SYNTHETIC
student_2,concept_2,7,1,0.3831,SYNTHETIC
student_2,concept_2,8,0,0.4607,SYNTHETIC
student_2,concept_2,9,1,0.527,SYNTHETIC
student_2,concept_2,10,0,0.5514,SYNTHETIC
student_2,concept_2,11,0,0.5983,SYNTHETIC
student_2,concept_2,12,1,0.6009,SYNTHETIC
student_2,concept_2,13,0,0.6731,SYNTHETIC
student_2,concept_2,14,0,0.7489,SYNTHETIC
student_2,concept_2,15,1,0.7973,SYNTHETIC
student_2,concept_2,16,1,0.8499,SYNTHETIC
student_2,concept_2,17,1,0.9049,SYNTHETIC
student_2,concept_2,18,1,0.9263,SYNTHETIC
student_2,concept_2,19,1,0.95,SYNTHETIC
student_2,concept_2,20,1,0.95,SYNTHETIC
student_2,concept_2,21,1,0.95,SYNTHETIC
student_2,concept_2,22,1,0.95,SYNTHETIC
student_2,concept_3,1,0,0.1773,SYNTHETIC
student_2,concept_3,2,0,0.2319,SYNTHETIC
student_2,concept_3,3,1,0.2752,SYNTHETIC
student_2,concept_3,4,1,0.3284,SYNTHETIC
student_2,concept_3,5,1,0.3434,SYNTHETIC
student_2,concept_3,6,1,0.3988,SYNTHETIC
student_2,concept_4,1,1,0.6954,SYNTHETIC
student_2,concept_4,2,1,0.7529,SYNTHETIC
student_2,concept_4,3,1,0.8002,SYNTHETIC
student_2,concept_4,4,0,0.8286,SYNTHETIC
student_2,concept_4,5,1,0.8477,SYNTHETIC
student_2,concept_4,6,1,0.905,SYNTHETIC
student_2,concept_4,7,1,0.95,SYNTHETIC
student_2,concept_4,8,1,0.95,SYNTHETIC
student_2,concept_4,9,1,0.95,SYNTHETIC
student_2,concept_4,10,1,0.95,SYNTHETIC
student_2,concept_4,11,1,0.95,SYNTHETIC
student_2,concept_5,1,0,0.2421,SYNTHETIC
student_2,concept_5,2,0,0.2932,SYNTHETIC
student_2,concept_5,3,0,0.3006,SYNTHETIC
student_2,concept_5,4,0,0.3183,SYNTHETIC
student_2,concept_5,5,0,0.3783,SYNTHETIC
student_2,concept_5,6,1,0.4404,SYNTHETIC
student_2,concept_5,7,1,0.4628,SYNTHETIC
student_2,concept_5,8,0,0.5086,SYNTHETIC
student_2,concept_5,9,1,0.581,SYNTHETIC
student_2,concept_5,10,0,0.5947,SYNTHETIC
student_2,concept_5,11,0,0.6048,SYNTHETIC
student_2,concept_6,1,0,0.1305,SYNTHETIC
student_2,concept_6,2,0,0.1492,SYNTHETIC
student_2,concept_6,3,1,0.2165,SYNTHETIC
student_2,concept_6,4,1,0.2848,SYNTHETIC
student_2,concept_6,5,0,0.3581,SYNTHETIC
student_2,concept_6,6,0,0.3629,SYNTHETIC
student_2,concept_6,7,0,0.366,SYNTHETIC
student_2,concept_6,8,1,0.3681,SYNTHETIC
student_2,concept_6,9,0,0.417,SYNTHETIC
student_2,concept_6,10,1,0.4898,SYNTHETIC
student_2,concept_6,11,0,0.4975,SYNTHETIC
student_2,concept_6,12,0,0.5577,SYNTHETIC
student_2,concept_6,13,0,0.6056,SYNTHETIC
student_2,concept_6,14,0,0.6683,SYNTHETIC
student_2,concept_6,15,1,0.7201,SYNTHETIC
student_2,concept_7,1,0,0.3436,SYNTHETIC
student_2,concept_7,2,0,0.3905,SYNTHETIC
student_2,concept_7,3,1,0.4653,SYNTHETIC
student_2,concept_7,4,1,0.4798,SYNTHETIC
student_2,concept_7,5,1,0.5532,SYNTHETIC
student_2,concept_7,6,1,0.5756,SYNTHETIC
student_2,concept_7,7,1,0.6539,SYNTHETIC
student_2,concept_7,8,1,0.7004,SYNTHETIC
student_2,concept_7,9,0,0.7284,SYNTHETIC
student_2,concept_7,10,0,0.7903,SYNTHETIC
student_2,concept_7,11,1,0.8167,SYNTHETIC
student_2,concept_7,12,1,0.8649,SYNTHETIC
student_2,concept_7,13,1,0.9269,SYNTHETIC
student_2,concept_7,14,1,0.95,SYNTHETIC
student_2,concept_7,15,1,0.95,SYNTHETIC
student_2,concept_7,16,1,0.95,SYNTHETIC
student_2,concept_7,17,1,0.95,SYNTHETIC
student_2,concept_7,18,1,0.95,SYNTHETIC
student_2,concept_7,19,1,0.95,SYNTHETIC
student_2,concept_7,20,0,0.95,SYNTHETIC
student_2,concept_7,21,1,0.95,SYNTHETIC
student_2,concept_7,22,1,0.95,SYNTHETIC
student_2,concept_7,23,1,0.95,SYNTHETIC
student_2,concept_8,1,1,0.5461,SYNTHETIC
student_2,concept_8,2,0,0.6219,SYNTHETIC
student_2,concept_8,3,1,0.6671,SYNTHETIC
student_2,concept_8,4,1,0.6935,SYNTHETIC
student_2,concept_8,5,1,0.6968,SYNTHETIC
student_2,concept_8,6,1,0.7565,SYNTHETIC
student_2,concept_8,7,1,0.7598,SYNTHETIC
student_2,concept_8,8,1,0.7899,SYNTHETIC
student_2,concept_8,9,1,0.8573,SYNTHETIC
student_2,concept_8,10,1,0.8613,SYNTHETIC
student_2,concept_8,11,1,0.926,SYNTHETIC
student_2,concept_8,12,1,0.95,SYNTHETIC
student_2,concept_8,13,1,0.95,SYNTHETIC
student_2,concept_9,1,0,0.249,SYNTHETIC
student_2,concept_9,2,0,0.2913,SYNTHETIC
student_2,concept_9,3,0,0.368,SYNTHETIC
student_2,concept_9,4,1,0.4144,SYNTHETIC
student_2,concept_9,5,1,0.4415,SYNTHETIC
student_2,concept_9,6,0,0.4877,SYNTHETIC
student_2,concept_9,7,1,0.5528,SYNTHETIC
student_2,concept_9,8,1,0.5827,SYNTHETIC
student_2,concept_9,9,0,0.6076,SYNTHETIC
student_2,concept_9,10,1,0.6621,SYNTHETIC
student_2,concept_9,11,1,0.7376,SYNTHETIC
student_2,concept_9,12,1,0.7789,SYNTHETIC
student_2,concept_9,13,1,0.858,SYNTHETIC
student_2,concept_9,14,1,0.8812,SYNTHETIC
student_2,concept_9,15,1,0.925,SYNTHETIC
student_2,concept_9,16,1,0.9315,SYNTHETIC
student_2,concept_9,17,1,0.95,SYNTHETIC
student_2,concept_9,18,1,0.95,SYNTHETIC
student_2,concept_9,19,1,0.95,SYNTHETIC
student_2,concept_9,20,1,0.95,SYNTHETIC
student_2,concept_9,21,1,0.95,SYNTHETIC
student_2,concept_9,22,1,0.95,SYNTHETIC
student_2,concept_9,23,1,0.95,SYNTHETIC
student_3,concept_0,1,0,0.3892,SYNTHETIC
student_3,concept_0,2,1,0.4508,SYNTHETIC
student_3,concept_0,3,1,0.5295,SYNTHETIC
student_3,concept_0,4,0,0.6074,SYNTHETIC
student_3,concept_0,5,1,0.6476,SYNTHETIC
student_3,concept_0,6,1,0.6856,SYNTHETIC
student_3,concept_0,7,1,0.7583,SYNTHETIC
student_3,concept_0,8,0,0.7704,SYNTHETIC
student_3,concept_0,9,1,0.841,SYNTHETIC
student_3,concept_0,10,1,0.9124,SYNTHETIC
student_3,concept_0,11,1,0.9229,SYNTHETIC
student_3,concept_0,12,1,0.95,SYNTHETIC
student_3,concept_0,13,1,0.95,SYNTHETIC
student_3,concept_0,14,1,0.95,SYNTHETIC
student_3,concept_0,15,1,0.95,SYNTHETIC
student_3,concept_0,16,1,0.95,SYNTHETIC
student_3,concept_0,17,1,0.95,SYNTHETIC
student_3,concept_0,18,1,0.95,SYNTHETIC
student_3,concept_0,19,1,0.95,SYNTHETIC
student_3,concept_0,20,1,0.95,SYNTHETIC
student_3,concept_1,1,0,0.4167,SYNTHETIC
student_3,concept_1,2,1,0.4655,SYNTHETIC
student_3,concept_1,3,1,0.479,SYNTHETIC
student_3,concept_1,4,1,0.4999,SYNTHETIC
student_3,concept_1,5,1,0.5457,SYNTHETIC
student_3,concept_1,6,0,0.6172,SYNTHETIC
student_3,concept_1,7,1,0.6392,SYNTHETIC
student_3,concept_1,8,1,0.6838,SYNTHETIC
student_3,concept_1,9,1,0.7356,SYNTHETIC
student_3,concept_1,10,1,0.7839,SYNTHETIC
student_3,concept_1,11,1,0.8106,SYNTHETIC
student_3,concept_1,12,1,0.8721,SYNTHETIC
student_3,concept_1,13,1,0.9333,SYNTHETIC
student_3,concept_2,1,1,0.6373,SYNTHETIC
student_3,concept_2,2,1,0.6639,SYNTHETIC
student_3,concept_2,3,0,0.7238,SYNTHETIC
student_3,concept_2,4,1,0.739,SYNTHETIC
